user_id,username,account_age_days,msgs_count,msgs_per_day,time_regularity,content_diversity,has_profile_pic,has_bio,bot_score
6517107315,User_6517107315,14,1,0.07142857142857142,0.0,0.0,True,False,55
1482229952,Mahii09b,10,1,0.1,0.0,1.0,False,False,45
7886143634,iloveworkday,12,3,0.25,0.0,0.9310344827586207,False,False,45
244638776,kaganim,18,1,0.05555555555555555,0.0,1.0,False,False,45
6109158859,Ronald20232,18,1,0.05555555555555555,0.0,1.0,False,False,45
7526412838,metaquotedecompiler,18,1,0.05555555555555555,0.0,1.0,False,False,45
6195313620,V_k_1818,1,1,1.0,0.0,1.0,False,False,45
6989791227,endureeyes,12,1,0.08333333333333333,0.0,0.90625,False,False,45
7764460245,secdev_2711,17,1,0.058823529411764705,0.0,1.0,False,False,45
6860170929,u_ner_seen_me,13,2,0.15384615384615385,0.0,1.0,False,False,45
7273209619,v1xtron,20,1,0.05,0.0,0.9444444444444444,False,False,45
6792204845,malkauns00,13,1,0.07692307692307693,0.0,1.0,False,False,45
5981148597,User_5981148597,3,1,0.3333333333333333,0.0,1.0,False,False,45
11983564,Asterixco,15,1,0.06666666666666667,0.0,1.0,False,False,45
6838688516,WireGh0st,29,1,0.034482758620689655,0.0,0.6818181818181818,False,False,45
5804862333,SomethingTelegramAccept,4,3,0.75,0.0,0.7313432835820896,False,False,45
6209069255,wey321,7,2,0.2857142857142857,0.0,0.6722689075630253,False,False,45
1144810043,idkfajj,17,10,0.5882352941176471,0.0,0.6617647058823529,False,False,45
926741256,errorinside,21,19,0.9047619047619048,0.0,0.688,False,False,45
5252788323,your_1st_father,9,5,0.5555555555555556,0.0,0.9047619047619048,False,False,45
7959245178,User_7959245178,4,2,0.5,0.0,0.875,False,False,45
5915610526,User_5915610526,24,12,0.5,0.0,0.8888888888888888,False,False,45
999754300,TimDelahunt,3,9,3.0,0.0,0.7241379310344828,False,False,45
8078732076,Xldmd,0,6,6.0,0.11569291622493016,0.75,False,False,45
5220494297,Nawneet77,6,1,0.16666666666666666,0.0,1.0,False,False,45
1184155365,Xmoonshine,0,4,4.0,0.0,0.896551724137931,False,False,45
5140261025,cashfish777,10,2,0.2,0.0,1.0,False,False,45
733800750,dinotrex20,29,2,0.06896551724137931,0.0,0.9655172413793104,False,False,45
6903887940,User_6903887940,24,2,0.08333333333333333,0.0,0.8703703703703703,False,False,45
1369813668,Itsover9001,10,4,0.4,0.0,1.0,False,False,45
7335725698,EBG3NIU,16,3,0.1875,0.0,0.9428571428571428,False,False,45
609517172,MissRose_bot,35,109,3.1142857142857143,0.0,0.25184094256259204,True,False,40
6743550217,White_hat_hacker6,35,1,0.02857142857142857,0.0,0.0,True,False,40
1727017433,nrf42,365,0,0.0,0.0,0.0,False,False,35
